  1275: S    ==> opls_S2_SPE         S2     <===               ADD:  APS; 10.1021/jp204046
  1276: O    ==> opls_O2_SPE         O2     <===               ADD:  APS; 10.1021/jp204046
  1277: O    ==> opls_O2_SPE         O2     <===               ADD:  APS; 10.1021/jp204046
  1278: O    ==> opls_O2_SPE         O2     <===               ADD:  APS; 10.1021/jp204046
  1279: C    ==> opls_135            CT     <===  TAIL_CHANGE  Good: 100  No 1  Pat "[CH3X4]
  1280: H    ==> opls_140            HC     <===               Good: 100  No 1  Pat "[#1]C
  1281: H    ==> opls_140            HC     <===               Good: 100  No 1  Pat "[#1]C
  1282: H    ==> opls_140            HC     <===  TAIL_REMOVE  Good: 100  No 1  Pat "[#1]C
  1283: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1284: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1285: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1286: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1287: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1288: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1289: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1290: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1291: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1292: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1293: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1294: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1295: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1296: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1297: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1298: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1299: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1300: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1301: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1302: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1303: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1304: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1305: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1306: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1307: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1308: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1309: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1310: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1311: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1312: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1313: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1314: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1315: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1316: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1317: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1318: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1319: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1320: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1321: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1322: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1323: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1324: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1325: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1326: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1327: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1328: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1329: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1330: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1331: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1332: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1333: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1334: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1335: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1336: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1337: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1338: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1339: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1340: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1341: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1342: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1343: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1344: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1345: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1346: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1347: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1348: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1349: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1350: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1351: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1352: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1353: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1354: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1355: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1356: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1357: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1358: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1359: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1360: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1361: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1362: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1363: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1364: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1365: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1366: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1367: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1368: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1369: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1370: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1371: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1372: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1373: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1374: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1375: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1376: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1377: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1378: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1379: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1380: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1381: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1382: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1383: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1384: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1385: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1386: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1387: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1388: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1389: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1390: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1391: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1392: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1393: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1394: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1395: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1396: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1397: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1398: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1399: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1400: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1401: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1402: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1403: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1404: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1405: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1406: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1407: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1408: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1409: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1410: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1411: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1412: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1413: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1414: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1415: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1416: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1417: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1418: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1419: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1420: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1421: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1422: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1423: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1424: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1425: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1426: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1427: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1428: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1429: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1430: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1431: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1432: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1433: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1434: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1435: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1436: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1437: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1438: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1439: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1440: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1441: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1442: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1443: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1444: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1445: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1446: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1447: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1448: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1449: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1450: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1451: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1452: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1453: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1454: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1455: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1456: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1457: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1458: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1459: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1460: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1461: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1462: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1463: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1464: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1465: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1466: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1467: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1468: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1469: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1470: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1471: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1472: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1473: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1474: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1475: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1476: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1477: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1478: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1479: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1480: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1481: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1482: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1483: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1484: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1485: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1486: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1487: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1488: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1489: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1490: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1491: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1492: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1493: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1494: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1495: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1496: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1497: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1498: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1499: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1500: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1501: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1502: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1503: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1504: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1505: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1506: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1507: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1508: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1509: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1510: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1511: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1512: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1513: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1514: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1515: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1516: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1517: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1518: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1519: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1520: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1521: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1522: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1523: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1524: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1525: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1526: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1527: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1528: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1529: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1530: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1531: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1532: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1533: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1534: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1535: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1536: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1537: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1538: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1539: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1540: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1541: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1542: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1543: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1544: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1545: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1546: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1547: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1548: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1549: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1550: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1551: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1552: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1553: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1554: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1555: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1556: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1557: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1558: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1559: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1560: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1561: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1562: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1563: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1564: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1565: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1566: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1567: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1568: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1569: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1570: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1571: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1572: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1573: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1574: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1575: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1576: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1577: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1578: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1579: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1580: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1581: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1582: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1583: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1584: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1585: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1586: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1587: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1588: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1589: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1590: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1591: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1592: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1593: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1594: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1595: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1596: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1597: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1598: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1599: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1600: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1601: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1602: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1603: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1604: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1605: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1606: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1607: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1608: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1609: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1610: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1611: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1612: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1613: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1614: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1615: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1616: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1617: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1618: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1619: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1620: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1621: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1622: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1623: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
