  1624: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1625: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1626: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1627: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1628: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1629: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1630: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1631: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1632: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1633: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1634: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1635: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1636: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1637: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1638: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1639: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1640: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1641: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1642: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1643: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1644: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1645: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1646: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1647: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1648: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1649: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1650: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1651: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1652: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1653: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1654: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1655: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1656: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1657: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1658: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1659: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1660: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1661: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1662: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1663: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1664: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1665: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1666: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1667: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1668: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1669: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1670: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1671: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1672: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1673: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1674: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1675: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1676: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1677: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1678: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1679: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1680: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1681: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1682: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1683: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1684: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1685: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1686: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1687: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1688: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1689: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1690: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1691: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1692: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1693: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1694: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1695: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1696: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1697: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1698: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1699: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1700: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1701: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1702: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1703: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1704: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1705: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1706: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1707: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1708: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1709: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1710: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1711: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1712: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1713: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1714: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1715: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1716: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1717: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1718: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1719: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1720: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1721: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1722: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1723: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1724: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1725: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1726: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1727: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1728: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1729: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1730: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1731: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1732: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1733: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1734: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1735: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1736: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1737: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1738: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1739: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1740: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1741: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1742: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1743: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1744: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1745: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1746: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1747: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1748: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1749: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1750: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1751: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1752: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1753: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1754: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1755: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1756: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1757: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1758: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1759: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1760: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1761: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1762: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1763: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1764: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1765: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1766: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1767: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1768: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1769: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1770: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1771: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1772: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1773: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1774: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1775: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1776: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1777: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1778: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1779: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1780: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1781: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1782: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1783: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1784: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1785: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1786: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1787: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1788: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1789: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1790: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1791: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1792: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1793: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1794: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1795: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1796: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1797: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1798: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1799: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1800: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1801: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1802: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1803: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1804: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1805: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1806: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1807: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1808: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1809: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1810: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1811: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1812: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1813: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1814: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1815: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1816: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1817: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1818: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1819: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1820: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1821: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1822: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1823: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1824: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1825: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1826: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1827: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1828: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1829: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1830: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1831: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1832: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1833: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1834: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1835: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1836: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1837: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1838: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1839: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1840: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1841: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1842: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1843: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
